gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
ENSG00000144452	ABCA12	18	1	4	9	8	6	4	13	23	16
ENSG00000179869	ABCA13	508.09	77	236.004	286.066	326.127	370.227	206.109	251.003	154.056	137
ENSG00000293423	ABCA17P	0	16	2	0	0	0	1	4	0	2
ENSG00000107331	ABCA2	1490.713	1676.993	1222.716	1216.982	1402.815	1506.077	1173.5	1444.439	1192.531	2795.853
ENSG00000167972	ABCA3	1950.066	1595.796	1948.822	1090.319	1463.662	1572.666	1025.837	1871.822	1631.246	2707.192
ENSG00000198691	ABCA4	68.014	14	28	77	78.006	60.355	52	149.051	142.048	232.971
ENSG00000154265	ABCA5	993.41	212.019	1327.902	663	674.535	587.055	482.015	826.24	675.633	247
ENSG00000154262	ABCA6	3	4	11	2	4	4	12	4	0	7
ENSG00000064687	ABCA7	395	666	209.062	271.174	377.89	324.943	176.026	202.11	171	421.049
ENSG00000141338	ABCA8	19	6	19	46	106.011	126	128	31	76.021	86.586
ENSG00000154258	ABCA9	177.65	13	40.004	285.117	319	368.187	253.06	151.12	90	24.414
ENSG00000085563	ABCB1	467.021	38.569	232	111.998	121.623	164.996	150.646	102.984	89.006	31
ENSG00000135776	ABCB10	1126.037	776	1009.06	1174.037	1367.978	1232.372	1163.258	1129.424	831.236	843.774
ENSG00000073734	ABCB11	27	22	42	16	16	17	12	16.001	7	6
ENSG00000005471	ABCB4	434.045	84.431	216.033	314.124	314.707	356.356	322.216	273.605	310.222	238.064
ENSG00000004846	ABCB5	1	5	0	0	7	1	0	1	4	4
ENSG00000115657	ABCB6	489.27	375	430.478	509.165	391.047	564.543	444.371	491	329.679	646.043
ENSG00000131269	ABCB7	1805.87	294	1275.061	1860.804	1744.457	1906.613	1377.037	1609.412	1317.297	649.233
ENSG00000197150	ABCB8	879.908	702	718.186	768.061	855.757	1051.199	906.989	996.102	766.711	1604.362
ENSG00000150967	ABCB9	174.006	118.026	146	140.501	159.018	200.004	121	148.021	117.476	272.46
ENSG00000103222	ABCC1	3697.137	2052.802	2547.17	3933.663	3804.889	3778.01	2613.092	3430.58	2738.184	4108.232
ENSG00000124574	ABCC10	814.424	904.167	669.44	848.315	808.093	967.243	670.409	987.572	713.244	1445.55
ENSG00000121270	ABCC11	9	1	11	10	3	3	5	6	7	15
ENSG00000140798	ABCC12	0	0	1	0	1	2	0	5	0	4
ENSG00000291052	ABCC13	0	1	0	0	0	0	0	0	0	0
ENSG00000023839	ABCC2	47	18	42	82	91	90.001	40	63	65	69
ENSG00000108846	ABCC3	1	1	0	2	6	2	1	3	9.004	31
ENSG00000125257	ABCC4	2019.03	504.999	1282.238	2537.996	1532.071	1449.445	1208.983	1531.47	962.985	649.853
ENSG00000114770	ABCC5	2483.609	919.001	1677.269	2659.128	2210.361	2351.18	1952.254	1793.224	1474.844	1332.64
ENSG00000223882	ABCC5-AS1	0	3	0	0	0	0	0	0	0	0
ENSG00000091262	ABCC6	96.037	31.029	43.79	113.43	65.838	30.374	14.38	64.661	38.715	44.226
ENSG00000291057	ABCC6P1	19.662	0	3.386	18.783	3.726	4.941	4	11.123	19.57	33.318
ENSG00000290943	ABCC6P2	20.301	27.975	10.824	31.811	19.453	8.701	5.62	9.216	26.781	31.457
ENSG00000006071	ABCC8	187.035	92	166.121	187	221.028	258.043	89	131.036	85.046	40
ENSG00000069431	ABCC9	771.106	1115.001	1432.081	563.956	939.669	1181.868	1704.193	1536.278	1295.879	742.082
ENSG00000101986	ABCD1	350.273	345	368.907	539.755	719.895	744.663	543.908	1236.634	725.016	1570.285
ENSG00000173208	ABCD2	116.047	28	140.004	65	64	101.033	73	137.051	160	59
ENSG00000117528	ABCD3	4533.313	907.193	3796.738	3982.131	4435.015	5030.504	3641.076	5043.971	4049.067	2303.838
ENSG00000119688	ABCD4	1714.82	1003.535	1123.361	1515.426	1497.106	1550.62	1142.255	1470.559	1076.841	1565.947
ENSG00000164163	ABCE1	6054.803	1468.022	5139.533	6696.777	6836.886	8041.381	7044.244	7333.32	5308.742	2563.216
ENSG00000204574	ABCF1	2889.025	2146.331	3356.353	2714.191	3359.873	3216.912	3360.276	3961.516	3134.967	6028.654
ENSG00000033050	ABCF2	3081.183	1432.876	2530.545	3141.18	3369.21	3827.154	2895.164	3595.778	2806.171	3738.663
ENSG00000161204	ABCF3	1211.674	1025.001	1171.815	1069.14	1254.957	1514.383	1166.15	1519.516	1311.069	2460.093
ENSG00000160179	ABCG1	536.458	355	702.287	505.996	782.016	800.253	346.45	724.711	465.113	426.473
ENSG00000118777	ABCG2	12	4	5	55	43	82	31.031	29	27	11
ENSG00000172350	ABCG4	31	65	30	17	26.037	16	9	37.131	41	61
ENSG00000138075	ABCG5	0	0	0	0	0	1	0	0	0	0
ENSG00000143921	ABCG8	0	2	0	0	0	0	0	0	0	0
ENSG00000143994	ABHD1	19	4	2	4.005	4	4	3	7	1	3
ENSG00000144827	ABHD10	2354.162	1145	2855.242	1798.235	1885.565	2099.882	1721.115	2125.874	1680.41	970.039
ENSG00000106077	ABHD11	540.604	570.146	423.932	544.564	506.377	608.139	374.044	514.281	410.363	569.976
ENSG00000100997	ABHD12	1459.553	1265.609	1239.067	1424.505	1249.162	1645.948	1206.243	1435.651	1307.164	1846.99
ENSG00000131969	ABHD12B	17	21	21	13	19	20.015	7	23.007	30	6
ENSG00000139826	ABHD13	1321.29	571	1084.449	1388.794	1368.11	1488.386	1301.79	1525.181	1205.314	409.128
ENSG00000248487	ABHD14A	373.402	123	279.78	378.19	356.727	456.121	283.285	300.548	242.186	215.326
ENSG00000114786	ABHD14A-ACY1	20.978	0	18.648	71.095	22.058	6.776	33.069	49.455	7.216	45.319
ENSG00000114779	ABHD14B	101.092	67	62.054	136.057	151.496	178.447	141.037	196.102	171.001	229
ENSG00000168792	ABHD15	136	113	116	92	140.124	99	88.002	169	198.074	367.271
ENSG00000204427	ABHD16A	2092.76	904.508	1459.621	1930.673	1766.214	1991.365	1424.75	1754.261	1368.614	1825.697
ENSG00000183260	ABHD16B	6	10	3	8	6	2	1	3	1	6
ENSG00000129968	ABHD17A	1422.563	2997.082	1316.956	1261.064	1201.453	1659.402	1167.349	1301.95	1000.017	2573.604
ENSG00000107362	ABHD17B	2409.887	1889.819	1903.765	2500.191	2520.179	2470.753	1893.159	2054.908	1522.236	784.563
ENSG00000136379	ABHD17C	1285.765	572	1932.569	939.13	1056.751	1328.297	1280.102	1498.552	1603.826	1074.387
ENSG00000140526	ABHD2	4770.971	1972.164	4795.378	4114.105	4671.424	5335.781	3989.427	4639.295	4673.753	4503.385
ENSG00000158201	ABHD3	473.361	207.065	534.818	375.279	354.165	422.421	425.596	610.155	489.251	259.024
ENSG00000100439	ABHD4	888.422	295	491.028	1031.486	894.495	1039.805	567.591	761.459	732.829	964.719
ENSG00000011198	ABHD5	1079.224	319	961.623	983.029	1063.248	1121.905	853.619	1148.002	952.578	481.985
ENSG00000163686	ABHD6	304.049	244	208.063	277.897	310.179	270.284	181.001	231.323	195.846	228
ENSG00000127220	ABHD8	586.589	481	405.111	579.68	526.494	562.269	324.598	370.044	251.748	497.122
ENSG00000136754	ABI1	2131.039	520.115	1761.218	2151.15	2196.367	2445.863	1857.595	2553.588	2319.01	1338.738
ENSG00000138443	ABI2	17548.371	8864.554	16408.197	16084.576	17164.758	18304.711	14289.589	16231.79	13074.071	7238.512
ENSG00000108798	ABI3	14	10	4	20	17	35	15.002	73	31	92
ENSG00000154175	ABI3BP	0	3	1	8	1	2	3	26	16	24
ENSG00000097007	ABL1	7735.293	6018.163	7156.93	7209.958	8833.854	9559.309	8432.974	8355.47	7434.249	12950.863
ENSG00000143322	ABL2	3938.115	2350.666	3754.467	4198.808	4643.85	4582.711	3865.47	4840.208	4087.897	4096.721
ENSG00000099204	ABLIM1	8547.241	2467.284	6500.513	9270.279	8864.254	9848.816	7578.572	6584.268	3897.918	2603.453
ENSG00000163995	ABLIM2	153.037	113	202.152	62.01	100.041	124.001	123	107.999	52.999	92.014
ENSG00000173210	ABLIM3	52	40	66.006	46	66	68.013	32	68.006	118	148
ENSG00000175164	ABO	0	4	1	0	1	1	5	10	0	2
ENSG00000159842	ABR	7569.48	5604.965	5350.698	6887.754	7687.345	8020.39	4463.64	5278.031	4913.802	7532.6
ENSG00000174429	ABRA	0	0	0	0	0	0	0	0	0	0
ENSG00000146386	ABRACL	1889.031	545.073	1363.535	2383.206	1980.106	1951.716	1323.348	1557.272	1145.585	720.464
ENSG00000146109	ABT1	1301.8	463	972.766	1444.412	1448.433	1831.463	1228.907	1405.156	1118.292	1042.825
ENSG00000114626	ABTB1	154.005	238	68.067	148	195.999	194.006	110.972	221.08	171.302	373.978
ENSG00000166016	ABTB2	1626.065	2075.047	3098.127	821.43	1781.863	2321.651	1573.462	2890.008	2788.487	6096.457
ENSG00000060971	ACAA1	1157.759	635.991	1001.788	806.445	910.087	1055.024	870.573	1189.941	1205.932	1897.246
ENSG00000167315	ACAA2	3504.176	2852.042	2752.351	3695.397	4064.911	4763.368	3336.219	4582.009	3246.555	3147.344
ENSG00000278540	ACACA	17174.024	6701.733	15438.848	19466.38	18427.566	21861.24	19105.17	17852.557	13898.922	13177.822
ENSG00000076555	ACACB	1831.467	1143.208	1422.315	1616.185	1716.363	1713.741	1072.771	1274.513	972.389	1257.471
ENSG00000111271	ACAD10	1211.311	487	850.869	1250.568	1031.87	1230.371	866.477	888.033	747.101	877.144
ENSG00000240303	ACAD11	1045.281	333.114	649.848	926.671	930.183	1008.254	808.567	811.515	806.715	609.408
ENSG00000151498	ACAD8	1133.07	735	888.228	1090.79	1093.426	1323.003	936.446	1123.089	802.475	1034.811
ENSG00000177646	ACAD9	1883.132	968	1725.018	1981.91	1952.927	2080.859	1727.269	1947.317	1576.34	2302.718
ENSG00000115361	ACADL	32	5	25	6	8	23	8	35	32.023	33
ENSG00000117054	ACADM	3633.131	1708.001	2960.93	3509.618	3906.836	4299.171	2927.712	3164.122	2604.56	1172.464
ENSG00000122971	ACADS	144	174.34	111.936	122	102	105.033	89.012	79	80.398	147
ENSG00000196177	ACADSB	1556.735	361.598	1210.949	1336.89	1487.564	1557.154	1248.543	1303.293	1110.662	478.058
ENSG00000072778	ACADVL	2684.299	1919.624	2063.335	2721.516	2535.482	3042.619	2304.834	2733.323	2178.151	3885.711
ENSG00000157766	ACAN	8	18	18	12	18	11	7	12	8	21
ENSG00000072818	ACAP1	10	11	10	10	11	13	8	10	13	19
ENSG00000114331	ACAP2	4429.924	1442.751	3805.871	4594.327	5068.48	5594.509	4529.091	5450.061	4813.156	2282.25
ENSG00000131584	ACAP3	1709.605	4854.379	1620.113	1225.264	1262.104	1320.625	1097.868	1750.721	1178.375	3411.203
ENSG00000075239	ACAT1	1602.833	277.002	1159.836	1282.136	1402.087	1707.995	1312.409	1490.068	1203.407	654.429
ENSG00000120437	ACAT2	13171.69	4844.162	11552.183	15309.669	13359.379	18862.934	14036.105	16870.947	11034.473	8667.756
ENSG00000182827	ACBD3	1762.724	975.216	1754.891	1811.945	2164.019	2231.423	1877.604	2747.769	2481.454	2128.737
ENSG00000181513	ACBD4	172.001	196	118.572	151.998	156.1	143	114.053	134.042	145	162.042
ENSG00000107897	ACBD5	1542.592	951.678	1394.563	1263.743	1424.746	1487.669	1230.115	1780.226	1570.817	1242.061
ENSG00000230124	ACBD6	2327.116	1596.983	2008.03	2463.207	2361.922	3000.108	2094.481	2228.925	1954.824	2203.929
ENSG00000176244	ACBD7	2122.74	2328.021	1654.291	1996.908	1702.298	1278.397	965.648	1221.701	961.675	790.365
ENSG00000110455	ACCS	77.034	80	67.012	94	61.001	67.009	57	114.023	121	181
ENSG00000205126	ACCSL	0	0	0	0	0	1	1	0	0	0
ENSG00000102977	ACD	950.126	561.001	754.7	781.426	853.444	1116.133	695.073	689.349	559.652	991.853
ENSG00000159640	ACE	21	15	23	12	9	15	10	23	24	28.006
ENSG00000130234	ACE2	23.007	9	25	23	17	18	28	9.001	25.009	8
ENSG00000167769	ACER1	3	0	2	2	0	0	0	0	1	2
ENSG00000177076	ACER2	364.167	127	279.093	385.522	366.136	373.42	253	276.082	157.073	110.75
ENSG00000078124	ACER3	1626.215	366	1454.839	1422.718	1680.131	1835.319	1689.303	2887.154	2921.995	1193.06
ENSG00000087085	ACHE	80.965	121	86.016	89.094	167.004	128.03	60	167.111	116.079	98
ENSG00000100813	ACIN1	8678.677	7743.043	8928.874	7761.899	8876.268	8193.49	8524.891	9448.109	6977.317	12306.791
ENSG00000144648	ACKR2	3	2.002	4	1	4	6	0	3	3	3.025
ENSG00000144476	ACKR3	631.556	343	760.045	356.233	333.731	331.776	204.133	593.311	548.378	635.001
ENSG00000129048	ACKR4	1	0	0	3	0	1	4	2	1	4
ENSG00000131473	ACLY	20304.766	6647.511	16016.241	24731.602	23424.397	27150.058	22648.614	24828.025	17507.511	19935.102
ENSG00000153086	ACMSD	0	0	0	0	0	0	0	0	0	0
ENSG00000122729	ACO1	2837.45	1186	2228.225	2799.401	2986.819	3414.82	2612.106	3335.095	2669.908	2543.391
ENSG00000100412	ACO2	4137.495	1970.002	3559.582	4035.377	4466.213	5275.56	3858.754	4460.782	3729.948	5406.542
ENSG00000184227	ACOT1	168.633	20.726	113.471	146.994	134.635	123.934	105.065	137.524	120.082	197.066
ENSG00000162390	ACOT11	99.035	18	64.02	102	150.018	142	196.057	118.039	118	247
ENSG00000172497	ACOT12	4	2	11	2	4	3.694	3	16	23	30
ENSG00000112304	ACOT13	1075.871	555.521	772.168	1182.469	1114.897	1176.586	838.66	1064.8	865.228	544.179
ENSG00000119673	ACOT2	551.601	1098.811	410.037	525.576	623.553	743.267	439.465	677.827	549.364	976.994
ENSG00000177465	ACOT4	40	20	41	65.011	64	57	41	58	38.045	48
ENSG00000205669	ACOT6	0	0	2	0	0	0	0	1	0	0
ENSG00000097021	ACOT7	4041.488	2392.986	3682.642	3725.682	3463.211	5527.644	3705.626	4324.646	3033.635	5222.185
ENSG00000101473	ACOT8	296.204	291.287	275.985	254.001	270.216	371.182	232.778	327.084	246.435	440.269
ENSG00000123130	ACOT9	957.507	430.294	840.871	1027.069	899.638	1139.284	935.431	1509.753	1336.513	1275.87
ENSG00000161533	ACOX1	2553.642	2813.283	2483.614	1816.982	2474.912	2657.449	1895.149	2865.61	2653.884	3198.459
ENSG00000168306	ACOX2	98.08	13	24	110	91	100	54	105	62	97
ENSG00000087008	ACOX3	840.642	514.218	587.38	665.125	738.599	744.18	614.094	819.671	632.264	1167.12
ENSG00000153093	ACOXL	21	20	46	43	33	75.009	18	85.21	23	10
ENSG00000143727	ACP1	7413.249	1525	5155.706	6764.786	6577.61	7338.669	5634.112	6257.636	4939.798	2224.091
ENSG00000134575	ACP2	1674.421	1241	1435.472	1625.142	1615.697	2108.816	1356.686	1708.273	1392.849	2202.436
ENSG00000102575	ACP5	6	0	2	3	3	0	5	3	16	15
ENSG00000162836	ACP6	611.879	171	357.701	545	465.76	469.521	367.583	414.198	453.235	982.12
ENSG00000100312	ACR	5	5	9	10.006	9	5	2.012	3.007	2	7
ENSG00000111644	ACRBP	61.001	9	41	53.009	25	36	15	40	28	27
ENSG00000134940	ACRV1	3	0	1	1	3	3	3	3	2	0
ENSG00000103740	ACSBG1	153.056	64	368.94	59.017	29	55	72.012	107.049	187.793	293
ENSG00000130377	ACSBG2	3	2	0	0	0	2	2	0	2	0
ENSG00000167107	ACSF2	369.863	227.007	224	387.224	513	398.871	356.062	357.55	332.563	309.521
ENSG00000176715	ACSF3	672.691	600.001	544.197	562.277	496.698	548.666	464.391	560	453.014	965.254
ENSG00000151726	ACSL1	256.175	73.015	377.217	165	413.132	591.155	656.513	772.281	834.352	681.738
ENSG00000123983	ACSL3	7122.232	2149	6075.125	8048.168	8722.889	9656.763	7241.138	10962.47	8899.803	5542.773
ENSG00000068366	ACSL4	6328.601	1031.904	2514.266	10685.302	9059.324	8597.935	4483.772	11971.928	8911.557	3970.258
ENSG00000197142	ACSL5	4	1	3	10	7	10	5	34.002	8	14
ENSG00000164398	ACSL6	282.08	203	224	35	116.831	170.066	133.043	61	63	26
ENSG00000166743	ACSM1	3	1	6	21	17	14	4	4	2	2
ENSG00000183747	ACSM2A	1	0	0	0	0	0	1	0	1.365	0
ENSG00000066813	ACSM2B	0	0	0	6	9	2	3	0	3.635	2
ENSG00000005187	ACSM3	8	2	5	35	20.001	23	12	7	10	6
ENSG00000215009	ACSM4	0	0	0	0	0	0	0	0	0	0
ENSG00000183549	ACSM5	0	2	1	0	3	0	0	1	1	0
ENSG00000154930	ACSS1	140	82.999	185.001	39	121	165.098	368.636	59.01	144.76	284.075
ENSG00000131069	ACSS2	1360.19	571	924.48	1486.745	1445.856	1918.871	1533.305	1595.996	1308.95	1552.414
ENSG00000111058	ACSS3	1274.511	444.999	854.806	1666.593	1825.016	1719.992	1275.814	1674.245	1610.195	1174.311
ENSG00000143632	ACTA1	29.001	6.002	12.001	45.006	23.001	16.002	8	12	5	7.003
ENSG00000107796	ACTA2	310.675	146	334.006	912.559	491.086	1982.415	1526.676	9635.821	9188.536	24317.891
ENSG00000180139	ACTA2-AS1	2	2	6	1	0	3	0	1	5	3
ENSG00000075624	ACTB	222333.084	141668.926	238437.58	220807.364	224623.728	337958.066	217890.579	381960.133	304258.009	477423.105
ENSG00000169067	ACTBL2	0	0	0	0	0	2	0	2	3	7
ENSG00000159251	ACTC1	844.213	451.004	471.48	283.004	223.191	186.002	35.013	194	83.015	288.036
ENSG00000184009	ACTG1	138454.223	66111.718	131414.732	122246.963	142760.91	190597.817	140105.906	225583.091	188059.995	228574.952
ENSG00000163017	ACTG2	106	29	99.074	678.376	1031.681	2410.633	1582.256	3926.791	4693.751	11371.536
ENSG00000288649	ACTL10	7	35	9	4	24	7	2	9	8	51
ENSG00000136518	ACTL6A	4603.66	1324.652	3350.683	4569.633	4682.532	5480.155	4289.415	4249.473	3558.047	1642.307
ENSG00000077080	ACTL6B	147.213	110	226.486	88	168.067	213.02	77	160.083	128.129	44.004
ENSG00000187003	ACTL7A	0	3	0	0	0	0	0	0	0	0
ENSG00000148156	ACTL7B	1	2	4	0	0	5	1	0	2	0
ENSG00000117148	ACTL8	3	4	2	8	2	7	3	2	0	7
ENSG00000181786	ACTL9	0	0	0	0	0	0	0	0	0	0
ENSG00000072110	ACTN1	8022.239	4392.237	7219.466	10001.833	9574.641	12067.463	9319.359	22455.813	16933.527	38761.027
ENSG00000077522	ACTN2	47	23	75.003	51.16	20	26.004	37	35	16	35
ENSG00000248746	ACTN3	8	5	2	26	15	14	3	6.003	17	28.014
ENSG00000130402	ACTN4	7722.686	5505.637	7936.476	8316.6	9404.13	10414.846	9658.779	16807.874	12755.676	27295.244
ENSG00000131966	ACTR10	2357.08	905	2115.856	2311.034	2539.769	2992.247	1943.544	3154.082	2660.946	1623.471
ENSG00000138107	ACTR1A	8326.119	8874.833	7471.76	7565.753	8106.888	9714.441	6790.822	8871.823	7077.926	9957.121
ENSG00000115073	ACTR1B	1692.987	1012	1295.952	1626.355	1583.797	1682.867	1181.779	1464.891	1286.135	1534.722
ENSG00000138071	ACTR2	15013.88	6069.536	14475.431	14651.893	17332.707	17706.503	16380.466	25131.423	22993.739	12843.272
ENSG00000115091	ACTR3	10118.519	3662.898	10408.727	9781.989	10883.729	13252.394	10570.724	18498.37	16215.688	9665.777
ENSG00000133627	ACTR3B	963.383	306.837	781.139	1080.277	1039.712	1171.405	874.217	873.037	639.032	441.38
ENSG00000288272	ACTR3BP2	0	0	0	0	0	0	0	0	0	0
ENSG00000106526	ACTR3C	10.963	2.164	6.751	12.388	9.995	4.547	3.229	3.238	5.76	4.625
ENSG00000101442	ACTR5	651.779	313	536.745	566.866	609.411	749.593	543.332	667.564	430.955	562
ENSG00000075089	ACTR6	1254.597	520.004	900.109	1109.606	1190.485	1135.462	868.763	1146.773	936.379	386.044
ENSG00000113812	ACTR8	2212.994	608	1832.85	2049.689	2270.383	2401.23	1730.618	2221.796	1808.63	1630.684
ENSG00000123165	ACTRT1	0	0	1	1	2	0	0	1	5	0
ENSG00000169717	ACTRT2	0	0	0	0	0	0	0	0	0	0
ENSG00000184378	ACTRT3	153	56	97.109	158.26	128.108	114	72.011	152	192.276	142
ENSG00000115170	ACVR1	510.156	193	488.852	869.103	864.098	1083.784	769.62	1178.622	1179.438	1251.89
ENSG00000135503	ACVR1B	2225.754	1275.621	2103.345	2205.274	2448.428	2576.73	2145.494	1997.26	1707.902	1792.701
ENSG00000123612	ACVR1C	15	0	8	24	12	12	14	34	32	16
ENSG00000121989	ACVR2A	2827.189	1461.004	2700.778	2037.164	2350.601	2564.366	1669.92	2175.585	1841.761	866.718
ENSG00000114739	ACVR2B	16258.71	10253.755	14057.241	16478.081	17460.774	16814.118	15503.263	12377.564	8643.726	5298.773
ENSG00000229589	ACVR2B-AS1	182.3	302	132	176	160.112	133	150	102	83	70
ENSG00000139567	ACVRL1	6	15.04	14	36	76	49	33.019	184.433	159.065	334.093
ENSG00000243989	ACY1	320.834	147.196	216.368	440.579	440.632	496.512	280.869	330.598	263.688	421.797
ENSG00000132744	ACY3	0	0	0	0	0	0	0	0	0	0
ENSG00000119640	ACYP1	385.765	61	333.516	334.49	328.497	355.764	274.657	318.398	293.288	176.806
ENSG00000170634	ACYP2	143.63	73	128.903	209.119	208.294	230.477	140	195.218	153.078	107
ENSG00000196839	ADA	754.277	107.001	282.066	757.072	530.06	546.535	317.573	702.061	976.216	1111.439
ENSG00000164113	ADAD1	0	0	3	0	0	0	0	0	0	0
ENSG00000140955	ADAD2	0	0	0	0	0	0	0	0	0	0
ENSG00000137845	ADAM10	8381.345	2309.029	6941.743	9158.783	9472.078	9409.574	7628.066	11723.622	10829.502	5546.255
ENSG00000073670	ADAM11	149	146	99	202.037	140	150.059	135	76.059	61	41.001
ENSG00000148848	ADAM12	289.006	141	392.088	1177.258	1127.05	1163.82	741.965	3831.882	2490.25	5662.265
ENSG00000143537	ADAM15	1537.077	1482.552	987.542	2025.061	1678.947	1992.628	1351.855	1520.205	1120.758	2526.896
ENSG00000151694	ADAM17	3566.767	1258.001	3043.396	3511.654	3490	3444.302	2750.582	3702.131	3333.414	2449.004
ENSG00000168619	ADAM18	0	0	0	0	0	3	0	7	2	1
ENSG00000135074	ADAM19	2318.698	2019.24	1933.015	3427.162	3514.21	3676.802	3464.79	10205.56	8918.644	19467.422
ENSG00000104755	ADAM2	0	0	0	0	0	0	0	0	0	0
ENSG00000134007	ADAM20	62	57	71	78	53	54	50	47	47	47
ENSG00000290783	ADAM20P1	43.012	26	33	46.023	28	49	40	32	33.005	25
ENSG00000139985	ADAM21	4	0	0	3	7	0	0	7	8.003	14
ENSG00000293335	ADAM21P1	0	0	0	0	0	0	0	0	0	2
ENSG00000008277	ADAM22	2814.998	1000.067	2170.71	2322.54	2637.931	2322.218	1470.363	1961.633	1297.762	395.239
ENSG00000114948	ADAM23	1981.084	808.001	1995.305	1799.079	2181.933	2697.003	2254.256	2227.116	2027.547	1334.587
ENSG00000042980	ADAM28	15	2	0	23	9	15	10	35.001	22.013	17
ENSG00000168594	ADAM29	1	1	0	3	0	0	2	0	2	3
ENSG00000134249	ADAM30	0	0	0	1	0	1	0	0	0	0
ENSG00000197140	ADAM32	28	27	30	45	33	54	37	41	71.05	64
ENSG00000149451	ADAM33	66	69	36	121	80.093	75.037	66.026	82.01	71	84.999
ENSG00000293380	ADAM3A	0	0	0	0	0	0	0	0	0	0
ENSG00000196115	ADAM5	0	2	0	0	0	2	2	0	0	0
ENSG00000290844	ADAM6	0	0	0	0	0	0	0	0	0	0
ENSG00000069206	ADAM7	4	0	0	0	0	1	0	0	0	1
ENSG00000151651	ADAM8	47.042	64	49	41	54	64	37	59	32	57.023
