gene_id	gene_name	SRX25004070	SRX25004071	SRX25004072	SRX25004073	SRX25004074	SRX25004075	SRX25004076	SRX25004077	SRX25004078	SRX25004080
AAGAB	AAGAB	3342.50646300302	2110.80932499303	3367.24949766303	3323.73682149971	3374.98459055524	3147.3711395157	3284.88834550792	3123.63239125611	3338.62781714853	2437.78930994871
AAK1	AAK1	20753.484	14830.592	20906.611	20771.992	20806.008	19807.263	20777.355	20788.561	20822.187	15234.163
AAMDC	AAMDC	467.824463296658	498.181494219081	492.221324990996	470.296564449809	468.881727025507	462.891104897311	456.353869648412	447.6497697653	460.725850947851	520.215144647347
AAMP	AAMP	2013.85131924035	2350.94487729527	2036.57052351852	2003.22132918327	1971.57910221987	2044.39154814182	1949.90593691372	1955.68509263427	1936.16573512644	2439.35523127714
AANAT	AANAT	816.458622419322	816.458622419322	1897.988	665.585	640.018	708.33	608.784	627.041	975.518911624277	925.878
AAR2	AAR2	2590.87840133435	2692.13234045498	2613.07200659079	2599.519039379	2550.98327805181	2625.4587186226	2551.18147519704	2566.97103323156	2507.20866235939	2882.30248498817
AARD	AARD	1538.398	1618.112	1542.759	1534.725	1520.936	1518.978	1507.289	1519.975	1502.507	1460.396
AARS	AARS	4048.07009786286	3786.51471388942	4078.85054510771	4057.65223757369	4021.93284595503	4121.41227650709	4043.22955765474	4037.02239709884	4043.05278997196	4482.8283933857
AARS2	AARS2	4253.00972216413	4222.39971928244	4663.18442388217	4566.40665572491	4449.60979072244	4890.74990487282	4582.28445894632	4758.37769532448	4580.90649170283	5007.7776209656
AARSD1	AARSD1	1507.376	1518.17	1518.093	1513.248	1496.776	1536.839	1483.015	1486.189	1498.45	1718.282
AASDH	AASDH	3366.34845683858	2319.51500101248	3460.96745478789	3311.06265309937	3422.58523646504	3132.9870109513	3408.56579456363	3416.57115957583	3341.38511455729	2231.56016389277
AASDHPPT	AASDHPPT	2095.836	1461.509	2118.167	2089.515	2125.532	1914.529	2131.045	2125.778	2133.206	1288.818
AASS	AASS	5538.18089524665	3549.34693311576	5544.64244259032	5576.39371663569	5700.42800839701	5188.09542025536	5563.36149887593	5431.34131420976	5713.31253776621	3796.55259272899
AATF	AATF	3101.892	3091.437	3136.204	3112.505	3112.444	3103.646	3106.899	3041.58	3181.41	3474.345
AATK	AATK	4423.58899943314	9064.48300169677	4255.93638183985	4255.122	4079.015	4564.869	3998.49991017864	4142.52163818055	3743.81859340063	6837.18407037307
AATK-AS1	AATK-AS1	1964.3536959088	2319.57	1964.3536959088	1698.119	1643.234	1964.3536959088	1964.3536959088	1964.3536959088	1964.3536959088	2300.402
ABAT	ABAT	5442.57133874627	4942.603460838	5453.15923089306	5450.58928358863	5424.41313165451	5402.67469643381	5437.32862237495	5390.01984398086	5404.92498423918	5390.05509174125
ABCA1	ABCA1	10910.5023988404	8337.07008790855	10891.319311116	10915.2228092647	11009.2131278471	10726.8920287827	11004.3712538188	11009.5958245652	11078.2088773432	9823.87438679044
ABCA10	ABCA10	6311.57	3949.791	6404.818	6320.78	6421.641	5785.922	6428.466	6373.157	6505.357	3948.909
ABCA11P	ABCA11P	1981.603	1544.694	2024.019	1986.721	2000.815	1937.551	2006.663	1982.515	2025.505	1661.427
ABCA12	ABCA12	10519.069	6445.664	9276.764	10443.327	9219.262	8806.886	9273.13	10403.399	10525.252	8133.057
ABCA13	ABCA13	17013.834	11599.04	17100.241	16992.863	17100.828	15973.052	17150.423	17126.419	17148.906	12277.094
ABCA17P	ABCA17P	3934.69923015013	3692.091	4039.438	3934.69923015013	3934.69923015013	3934.69923015013	3997.742	3990.758	3934.69923015013	3963.64
ABCA2	ABCA2	7425.778	9834.45973037765	7291.78056597743	7280.481	7093.39204794928	7735.70673390955	6960.321	7096.096	6756.895	9745.96734140157
ABCA3	ABCA3	6579.74	7572.472	6526.471	6531.054	6395.892	6822.145	6345.049	6398.725	6200.554	8013.226
ABCA4	ABCA4	8722.636	7639.888	8755.743	8750.631	8669.899	8888.537	8747.653	8729.013	8667.933	9076.686
ABCA5	ABCA5	6806.37875850352	4216.945	7069.99453514291	6921.4805385869	7172.8405558594	6016.24969304168	6892.51315171869	7012.3645472487	6858.20099587642	3609.07980722113
ABCA6	ABCA6	4009.018	2495.603	5321.74	4017.786	4465.364	4113.63	4334.33002441628	5323.433	4080.92792521496	3462.426
ABCA7	ABCA7	5518.77398278285	8486.67	4922.22407097001	4849.93244401361	4972.90236099511	5732.66297745051	5118.607	5301.396	4480.92144391211	7653.032
ABCA8	ABCA8	4851.62573868218	3412.8290596268	6354.116	6390.62846631362	6261.224	5985.70656453772	5100.95147168855	6452.232	6193.575	4693.799
ABCA9	ABCA9	7211.14941059799	4830.981	6362.33789976642	7004.55714289785	6968.84829132057	6706.49003763279	7075.8243287166	6966.76073523628	6482.98557851167	5003.985
ABCB1	ABCB1	5125.887	3936.612	5192.888	5140.355	5134.134	4981.16	5134.132	5143.124	5182.436	4198.093
ABCB10	ABCB10	2662.07985056787	2232.55972771258	2717.65550721335	2701.58930830543	2743.9494638843	2612.43415388857	2771.93665640516	2728.41729506062	2730.20103993739	2226.74246666275
ABCB11	ABCB11	5747.401	4403.525	6024.019	5786.072	5759.499	5802.069	5736.81	5701.307	5838.707	4969.161
ABCB4	ABCB4	4352.44066228526	3434.9836343126	4390.06093362227	4401.9928868199	4334.92035480714	4357.86986290135	4350.52445180217	4374.77451671784	4386.08148279735	3851.27046000916
ABCB5	ABCB5	2018.644	2639.42418488538	3099.62053216086	3099.62053216086	1922.403	4177.999	3099.62053216086	4348.258	4438.041	3328.675
ABCB6	ABCB6	2713.525	3223.275	2676.17	2684.417	2627.681	2758.695	2595.93	2635.112	2546.9	3220.442
ABCB7	ABCB7	2680.89018848135	2022.56087045374	2733.42361006059	2694.17191813314	2689.91052076202	2589.27170612442	2666.24379349497	2638.72783357153	2708.37265046091	2138.90373941836
ABCB8	ABCB8	4292.47164230137	4929.97194726756	4275.72071618604	4278.59055524996	4165.28829824627	4496.60825779525	4083.51797697773	4156.14287660379	3988.62326766653	5065.85010577082
ABCB9	ABCB9	3073.46142182821	3489.13379838588	3024.97277481454	2598.45888167777	2603.646934306	2995.30119883242	2952.64708760581	2795.61430843008	2613.63912400061	3732.15703412849
ABCC1	ABCC1	7177.36287467738	6792.79589000107	7148.56717710612	7183.11078929425	7101.48195378348	7259.29941939058	7134.01346113758	7140.43426246035	7068.7305228427	7884.97514066517
ABCC10	ABCC10	4054.66432191714	3955.33724269448	3687.29865785337	4191.86392868555	4031.14995970703	4420.94085156517	4031.62468936212	3901.94287129035	3795.95157731616	4640.85718711725
ABCC11	ABCC11	5141.268	4526.057	5154.751	5656.574	5102.703	5126.485	5114.668	5070.867	5212.529	5347.467
ABCC12	ABCC12	6086.4040570999	6086.4040570999	6120.689	6086.4040570999	6075.882	6089.98	6086.4040570999	6070.444	6086.4040570999	6075.163
ABCC13	ABCC13	1636.711	1636.711	1636.711	1636.711	1636.711	1636.711	1636.711	1636.711	1636.711	1636.711
ABCC2	ABCC2	6058.453	4890.732	5805.36710131504	6062.428	6029.655	5600.64374223416	6045.776	6030.127	4829.65991981201	5545.871
ABCC3	ABCC3	4861.921	4915.659	4783.25640684266	4841.03	4760.567	4946.06	4748.654	4789.451	3751.86002627657	5638.513
ABCC4	ABCC4	5934.21402249419	3050.31645794614	5735.58287748015	5833.05760028882	6015.97398775844	5519.42788279106	6091.17054339957	5687.73612680453	6122.44736845138	4062.20484635842
ABCC5	ABCC5	3477.81860309192	3432.35840522555	3398.58409944505	3635.01145430177	3519.04285873078	3559.56216421625	3420.04647219657	3454.13207282134	3409.38330937	3655.50436081508
ABCC5-AS1	ABCC5-AS1	200.15	200.15	200.15	200.15	200.15	200.15	200.15	200.15	200.15	200.15
ABCC6	ABCC6	916.241926522289	1752.10810467406	1089.48254420595	1072.85538801607	924.589953414854	2006.28437406238	859.223522488994	1159.57254481726	1342.59878409727	1749.84842333904
ABCC6P1	ABCC6P1	2477.038	2416.04311430563	2499.078	2481.1	2458.836	2420.958	2475.045	2510.529	2441.154	2022.67
ABCC6P2	ABCC6P2	545.668	518.255	555.641	546.761	530.29	543.727	522.108	532.053	515.878	539.352
ABCC8	ABCC8	5286.08996150197	5297.21000041252	5263.11074870074	5274.64408468324	5165.02339921898	5396.63836514106	5135.913	5199.31155436617	5023.852	6068.594
ABCC9	ABCC9	7918.1326856613	5310.29009747833	8068.19310332988	8061.64190202322	8101.04320742943	7530.94872764172	7963.86749115191	8073.32937597845	8206.91781246869	5687.11858370248
ABCD1	ABCD1	3299.432	5145.78	3237.254	3231.276	3123.021	3453.872	3025.561	3095.833	2935.734	4592.992
ABCD2	ABCD2	4485.933	2860.984	4595.803	4478.863	4594.031	4183.365	4608.59	4583.629	4639.456	2807.366
ABCD3	ABCD3	3171.62634438143	1956.94285063779	3121.72978123199	3018.38344675233	3072.00853708702	2762.53374120451	3077.43864484755	3118.0127071016	3047.03162576949	2056.15210411842
ABCD4	ABCD4	2113.92314246606	2139.98791857279	2160.67011676996	2126.81854205949	2095.37722387307	2177.55089452378	2076.85646846865	2097.79741209062	2027.88712004942	2432.51799646698
ABCE1	ABCE1	3586.86475900653	2304.23669138898	3625.22905350675	3582.38792121172	3636.23716058245	3341.19648805448	3629.72626075704	3641.04336317235	3659.51887410413	2186.79648149077
ABCF1	ABCF1	4364.12169267831	4084.2275911702	4539.47767100549	4420.74185017505	4524.151	4501.87806190851	4545.776	4418.72916577236	4613.755	4826.18127507179
ABCF2	ABCF2	4295.48006456067	3763.69833092648	4290.97234123303	4161.80524732758	4250.36093482538	4136.0200063349	4187.31432722821	4078.00708850625	4129.67484898517	4174.3929275141
ABCF3	ABCF3	2627.257	2626.401	2638.795	2623.65	2586.885	2723.944	2579.533	2599.754	2550.507	3007.751
ABCG1	ABCG1	3017.05333771956	3102.7149216494	3037.71467296838	3023.53088093501	2971.57507359397	3061.13533721153	2989.20193373042	2995.35536753114	2949.16788813466	3352.35152679545
ABCG2	ABCG2	4105.879	3089.621	3959.146	4087.82186239644	4152.15265185732	3772.93224757513	3959.041	4191.00335400501	4083.74206446768	2693.642
ABCG4	ABCG4	3512.957	3958.832	3636.254	3484.735	3413.8	3571.733	3411.175	3448.351	3445.546	4261.739
ABCG5	ABCG5	1518.549	1518.549	1518.549	1518.549	1518.549	1518.549	1518.549	1518.549	1518.549	1518.549
ABCG8	ABCG8	2640.283	2640.283	2640.283	2640.283	2640.283	2640.283	2640.283	2640.283	2640.283	2640.283
ABHD1	ABHD1	1269.24759935634	1110.193	1160.435	1165.011	1266.211	1225	1141.321	1294.787	1161.618	1310.92
ABHD10	ABHD10	1908.92602754518	1396.650054353	1956.20074657757	1894.21188351557	1939.11314136014	1809.11266449945	1922.7629729324	1908.38929914411	1928.79175697865	1372.49795561644
ABHD11	ABHD11	1360.13978847378	1508.4499342382	1250.14549397485	1314.02395121759	1233.49111144606	1394.70591449092	1282.4843841557	1169.48324409465	1249.76624195525	1551.34870350502
ABHD12	ABHD12	1663.69626477548	2222.8653118693	1627.27798705283	1648.53307305372	1620.34664205506	1753.46608313914	1581.01577655009	1655.16771459297	1604.34550344839	2022.35949090114
ABHD12B	ABHD12B	1798.12545687487	1579.04008838137	1952.89329717706	1756.93963924147	1670.92789499413	1747.65527962222	1732.68162671247	1864.28204742414	1585.00564417829	670.180114734652
ABHD13	ABHD13	3487.295	2109.926	3569.835	3454.147	3622.876	3140.592	3587.132	3573.38	3610.327	1699.665
ABHD14A	ABHD14A	835.618	1059.596	823.627	826.545	795.437	881.886	772.032	799.138	750.73	1038.629
ABHD14A-ACY1	ABHD14A-ACY1	1717.384	1720.36775691694	1712.503	1704.823	1663.285	1763.99	1643.887	1665.041	1604.59	2043.101
ABHD14B	ABHD14B	1905.58466985292	2156.309	1776.72515139873	1833.22	1930.59778539614	1956.74601207367	1782.91562682667	1743.28472020219	1658.03273297495	2020.26511598198
ABHD15	ABHD15	3038.584	3632.947	2993.334	3014.554	2962.116	3011.138	2914.077	2932.864	2885.577	3340.335
ABHD16A	ABHD16A	1930.31220270964	2131.99982055474	1934.19489292247	1922.484486201	1878.69634924454	1992.48641096736	1860.31502114158	1884.33538023978	1827.42417448132	2245.60832195279
ABHD16B	ABHD16B	992.098	2233.885	955.627	951.689	902.543	1064.111	877.474	938.231	825.248	1633.123
ABHD17A	ABHD17A	1157.43684984387	2455.9882214098	1089.75290023106	1129.58758019072	1055.13607427904	1185.72262285771	1032.34660279167	1084.09740655622	961.854532516638	1898.39412092519
ABHD17B	ABHD17B	1903.72312482856	1665.12384150446	1995.6634400653	1916.80144976409	1993.19037699737	1840.05717698462	1925.18948915329	1918.3848604554	1971.29589831746	1697.4150501034
ABHD17C	ABHD17C	1536.117	1504.141	1514.182	1527.258	1509.676	1477.437	1491.478	1517.387	1476.694	1345.374
ABHD2	ABHD2	8244.5859119848	6696.09055596401	8264.59762938652	8232.86020131163	8232.02109613815	8110.80775800441	8243.12141986223	8265.4555704885	8185.54417722653	7244.53430031408
ABHD3	ABHD3	1625.73093664907	1414.36011409668	1691.59867028566	1626.94078846	1624.79964625487	1579.82237678064	1641.30151804936	1665.59688897463	1658.24848385335	1290.01575659153
ABHD4	ABHD4	2617.19739237204	2491.58533292073	2619.87760558091	2621.053	2576.10834396058	2691.713	2582.06780968881	2595.10268231487	2536.92768897644	2841.79614605054
ABHD5	ABHD5	5030.304	3151.867	5129.615	5018.722	5122.617	4619.926	5122.494	5123.535	5163.564	2961.125
ABHD6	ABHD6	2334.64643151903	2120.78781520784	2293.92655341016	2314.51626067959	2248.25481886789	2337.41379722233	2260.786354649	2275.70769709381	2261.78343255444	2287.57129615071
ABHD8	ABHD8	1586.959	2738.942	1522.068	1543.295	1475.34	1671.278	1421.745	1473.887	1370.597	2334.535
ABI1	ABI1	2583.73113761816	2098.62851298943	2691.48013865632	2656.64325549054	2674.06924813593	2544.67901763226	2588.67633772842	2630.97967499349	2629.81298173455	1887.57762754369
ABI2	ABI2	6207.62958993974	4268.55844057164	6200.892769133	6209.90693234361	6273.09131235116	5879.64148630095	6228.89646827334	6213.30040920968	6242.92182982966	4519.11397930498
ABI3	ABI3	2138.196	2735.278	1791.605	2121.136	2048.51	2254.985	1690.683	2010.87953829184	1966.102	2752.187
ABI3BP	ABI3BP	6010.58316841784	3199.052	7311.069	8200.326	5126.413	5295.315	7489.513	6447.438	7456.52	5461.77576169471
ABL1	ABL1	5903.02275986219	6220.21584675687	5895.2153008765	5865.0624271719	5805.04615211286	6106.66899882421	5769.56040780746	5831.13976812544	5706.60790814202	6806.05485062821
ABL2	ABL2	12293.3911678814	9676.90292640891	12220.8034257039	12256.7253746919	12229.3977575208	11821.6188857549	12201.8992747504	12058.5012754143	12429.2185190152	9697.99381254297
ABLIM1	ABLIM1	7156.03175942545	5662.31953348753	7191.91963414106	7149.94884179194	7158.9785216202	6952.3166372278	7135.10832628971	7181.20072656756	7256.1057627302	6328.89774168427
ABLIM2	ABLIM2	2853.48148026464	2989.40543850368	2734.19271408415	2730.82273608239	2838.34305144222	2940.35983408844	2772.32895493913	2769.78541866473	2621.14756350662	2904.94743313747
ABLIM3	ABLIM3	4770.62815471638	4027.668	5030.60571719691	4927.39316577123	4846.17586943489	4956.30394896822	4852.17036294665	4811.34879805611	4891.52549686009	4950.99575912886
ABO	ABO	1785.73130535562	1776.447	1743.254	1785.73130535562	1720.864	1857.509	1693.768	1711.536	1785.73130535562	2017.82
ABR	ABR	5413.80854435794	6049.16759033224	5582.01286265541	5425.92763067609	5530.81785223946	5722.00698041996	5324.69809017891	5684.48521613148	5604.50594036943	6601.93832554073
ABRA	ABRA	2582.7	2582.7	2582.7	2582.7	2582.7	2582.7	2582.7	2582.7	2582.7	2582.7
ABRACL	ABRACL	536.888	426.624	555.04	535.11	547.749	495.976	541.75	536.97	547.977	389.128
ABT1	ABT1	2137.248	1848.431	2147.376	2132.007	2115.877	2107.851	2082.296	2092.041	2087.534	1931.237
ABTB1	ABTB1	1898.82220557918	2604.34486974402	1846.68382746255	1907.17885146447	1799.26468096716	1982.89270519331	1707.43435334204	1755.07354264536	1636.05715545114	2341.62732931286
ABTB2	ABTB2	4400.608	5671.071	4358.51	4345.533	4238.365	4578.784	4181.32	4262.575	4056.932	5453.222
AC000099.1	AC000099.1	1622.7	1622.7	1622.7	1622.7	1622.7	1622.7	1622.7	1622.7	1622.7	1622.7
AC000124.1	AC000124.1	785.7	785.7	785.7	785.7	785.7	785.7	785.7	785.7	785.7	785.7
AC002116.7	AC002116.7	653.329	819.935	671.968	657.229	635.486	703.786	620.241	637.831	620.194	870.474
AC002398.5	AC002398.5	1842.041	2291.503	1837.039	1818.638	1895.12181821084	1895.12181821084	1895.12181821084	1733.41	1895.12181821084	1895.12181821084
AC002454.1	AC002454.1	291.534537614297	295.821499022222	285.603209813473	265.033060649132	260.653180209685	289.373874338302	278.807077018071	271.586892791422	247.818258660444	282.906449337684
AC002463.3	AC002463.3	995.043081597978	995.043081597978	995.043081597978	995.043081597978	994.131	995.043081597978	995.043081597978	995.043081597978	995.956	995.043081597978
AC002480.3	AC002480.3	2851.12463948596	2851.12463948596	2851.12463948596	2893.243	2879.564	2833.66	2851.12463948596	2851.12463948596	2906.215	2745.958
AC002511.1	AC002511.1	3383.54504067199	3383.54504067199	3365.208	3383.54504067199	3383.54504067199	3401.982	3383.54504067199	3383.54504067199	3383.54504067199	3383.54504067199
AC003051.1	AC003051.1	579.203	583.421211963026	583.421211963026	584.395	583.421211963026	556.752	580.822	566.881	724.407	511.869
AC003102.3	AC003102.3	4833.278	3819.434	4835.365	4847.642	4816.331	4779.824	4828.29	4851.938	4811.077	4149.624
AC003665.1	AC003665.1	2283.247	1764.433	1731.01668306488	1499.96428266121	2274.383	2233.547	2271.293	1776.45983974124	2282.457	1915.929
AC003958.2	AC003958.2	2389.143	2389.143	2389.143	2389.143	2389.143	2389.143	2389.143	2389.143	2389.143	2389.143
AC003984.1	AC003984.1	2260.3913084172	2260.3913084172	2260.3913084172	2260.3913084172	2260.3913084172	2260.3913084172	2260.3913084172	2238.032	2282.974	2260.3913084172
AC004019.13	AC004019.13	1742.652	1585.215	1752.832	1748.4	1725.817	1797.838	1716.314	1722.684	1714.417	1822.999
AC004053.1	AC004053.1	2283.767	1493.975	2322.664	2271.085	2337.088	2116.564	2342.471	2324.024	2353.455	2186.16257711225
AC004603.4	AC004603.4	2416.968	2416.968	2416.968	2416.968	2416.968	2416.968	2416.968	2416.968	2416.968	2416.968
AC004862.6	AC004862.6	336.9	336.9	336.9	336.9	336.9	336.9	336.9	336.9	336.9	336.9
AC004893.11	AC004893.11	3389.459	3145.773	3373.843	3392.468	3352.765	3481.406	3359.145	3373.083	3313.284	3612.289
AC005022.1	AC005022.1	1659.16086828243	1659.16086828243	1740.745	1659.16086828243	1659.16086828243	1656.019	1731.781	1693.245	1659.16086828243	1487.405
AC005029.1	AC005029.1	3080.7	3080.7	3080.7	3080.7	3080.7	3080.7	3080.7	3080.7	3080.7	3080.7
AC005062.2	AC005062.2	791.547	799.786840264131	815.939	799.786840264131	799.41	799.786840264131	799.786840264131	782.938	809.543	799.786840264131
AC005235.1	AC005235.1	2639.7	2639.7	2639.7	2639.7	2639.7	2639.7	2639.7	2639.7	2639.7	2639.7
AC005264.2	AC005264.2	2176.55982347833	2297.061	2176.55982347833	2176.55982347833	2176.55982347833	2176.55982347833	2176.55982347833	2176.55982347833	2062.38	2176.55982347833
AC005358.3	AC005358.3	1214.19222836749	1214.19222836749	1282.677	1214.19222836749	1214.19222836749	1149.364	1214.19222836749	1214.19222836749	1214.19222836749	1214.19222836749
AC005550.4	AC005550.4	1729.259	1628.28793789564	1724.843	1628.28793789564	1727.913	1642.299	1713.915	1628.28793789564	1720.796	1215.671
AC005592.2	AC005592.2	536.876	484.504	550.574	540.598	528.976	558.488	520.948	528.697	525.764	549.984
AC005594.3	AC005594.3	2945.557	3904.873	2900.733	3140.93495523535	2843.727	3140.93495523535	3140.93495523535	3140.93495523535	2706.47	3739.215
AC006004.1	AC006004.1	1969.7	1969.7	1969.7	1969.7	1969.7	1969.7	1969.7	1969.7	1969.7	1969.7
AC006145.4	AC006145.4	1719.35493941478	1719.35493941478	1719.35493941478	1719.35493941478	1719.35493941478	1719.35493941478	1719.35493941478	2300.047	1719.35493941478	1285.27
AC006196.1	AC006196.1	2315.081	2315.081	2315.081	2315.081	2315.081	2315.081	2315.081	2315.081	2315.081	2315.081
AC006262.5	AC006262.5	1472.7	1472.7	1472.7	1472.7	1472.7	1472.7	1472.7	1472.7	1472.7	1472.7
AC006272.1	AC006272.1	687.7	689.132	705.224	687.47	677.053	691.794	677.79	683.963	681.252	745.09
AC006372.4	AC006372.4	4225.4	4291.565	4249.805	4234.824	4193.284	4356.537	4206.756	4209.026	4159.435	4543.24
AC007038.7	AC007038.7	1701.387	1229.943	1735.021	1717.29	1707.762	1624.255	1712.295	1710.889	1731.591	1236.826
AC007040.7	AC007040.7	739.465	692.549	746.677434566882	807.60717558301	732.6	750.356	746.677434566882	746.677434566882	734.65	774.726
AC007099.1	AC007099.1	941.095	941.095	941.095	941.095	941.095	941.095	941.095	941.095	941.095	941.095
AC007131.1	AC007131.1	1475.68	1445.49892930959	1502.566	1445.49892930959	1445.49892930959	1316.611	1445.49892930959	1445.49892930959	1495.505	1445.49892930959
AC007163.3	AC007163.3	1625.51146137544	1625.51146137544	1625.51146137544	1625.51146137544	1666.467	1642.011	1625.51146137544	1651.128	1625.51146137544	1545.278
AC007163.6	AC007163.6	715.009455197646	843.04	692.346	715.009455197646	670.893	696.968	659.113	663.935	715.009455197646	799.944
AC007246.3	AC007246.3	2197.568	1465.016	2232.836	2204.725	2254.355	2080.009	2236.102	2223.298	2278.694	1484.447
AC007359.6	AC007359.6	2767.7	2767.7	2767.7	2767.7	2767.7	2767.7	2767.7	2767.7	2767.7	2767.7
AC007365.1	AC007365.1	2054.09226246023	2054.09226246023	1997.917	2054.09226246023	2054.09226246023	2054.09226246023	2054.09226246023	2054.09226246023	2054.09226246023	2111.847
AC007386.2	AC007386.2	3697.65794460089	3309.942	3862.001	3817.424	3697.65794460089	3774.161	3697.65794460089	3697.65794460089	3854.495	3600.554
AC007392.3	AC007392.3	756.115	584.578	766.916	761.843	755.9	736.246	723.720047157936	742.968	758.736	672.27
AC007392.4	AC007392.4	546.1	546.1	546.1	546.1	546.1	546.1	546.1	546.1	546.1	546.1
AC007403.2	AC007403.2	626.29	626.101357558962	626.101357558962	632.704	626.101357558962	626.101357558962	626.101357558962	619.381	626.101357558962	626.101357558962
AC007405.4	AC007405.4	561.701	547.597955225913	579.178	568.599	555.571	540.699	547.597955225913	566.158	561.796	457.467
AC007461.2	AC007461.2	2598.98	2598.98	2598.98	2598.98	2598.98	2598.98	2598.98	2598.98	2598.98	2598.98
AC007463.2	AC007463.2	731.854352528562	731.854352528562	731.854352528562	731.854352528562	731.854352528562	727.737	731.854352528562	735.995	731.854352528562	731.854352528562
AC007551.3	AC007551.3	4514.578	3562.353	4585.729	4530.012	4563.169	4230.05	4534.624	4445.938	4610.714	3434.354
AC007682.1	AC007682.1	3717.884	3717.884	3717.884	3717.884	3717.884	3717.884	3717.884	3717.884	3717.884	3717.884
AC007740.1	AC007740.1	2505.36020770547	1924.274	3261.921	2505.36020770547	2505.36020770547	2505.36020770547	2505.36020770547	2505.36020770547	2505.36020770547	2505.36020770547
AC007743.1	AC007743.1	1729.902	1329.732	1783.60164403996	1740.805	1743.5363854532	1639.35	1720.823	1726.14478029333	1811.30050841573	1485.562
AC007750.5	AC007750.5	3311.634	3334.73194834217	3334.73194834217	3334.73194834217	3357.991	3334.73194834217	3334.73194834217	3334.73194834217	3334.73194834217	3334.73194834217
AC007773.2	AC007773.2	515.238	834.984	509.072	508.825	486.688	539.724	472.655	494.898	459.57	665.328
AC007879.2	AC007879.2	529.156	451.041	541.989	537.598	519.858	574.331	518.496	538.334	521.661	562.462
AC007880.1	AC007880.1	2109.729	1718.14	2119.784	2120.48	2099.393	2024.71	2080.652	2085.885	2105.318	2047.63615186347
AC007966.1	AC007966.1	544.367538092002	544.367538092002	544.367538092002	544.367538092002	563.465	485.195	563.54	554.028	560.043	544.367538092002
AC008697.1	AC008697.1	1532.035	1494.118	1529.594	1527.327	1505.376	1495.353	1478.807	1481.822	1488.18	1557.679
AC008703.1	AC008703.1	1840.7	1840.7	1840.7	1840.7	1840.7	1840.7	1840.7	1840.7	1840.7	1840.7
AC009120.4	AC009120.4	917.57882250167	917.57882250167	917.57882250167	923.465	910.206	936.697	900.356	917.57882250167	917.57882250167	917.57882250167
